ChangeDue,Discounts,Subtotal,GrandTotal,ExternalId
,9.99,5000,40.01,7963260
2,,1800,18,7963117
,,2500,25,7953775
,,700,7,7951715
10,,1000,10,7951486
20,20,20000,180,7951789
13,,4700,47,7949751
6.5,,1350,13.5,7949089
,,19800,198,7947324
,12.99,7299,60,7944878
,,1000,10,7943881
5,,2500,25,7943163
,,4000,40,7937303
,,500,5,7936447
,9.99,5000,40.01,7935097
,,1600,16,7934515
16,,4400,44,7934357
,,1050,10.5,7934006
0.71,,3929,39.29,7932194
,,4000,40,7929398
0.71,,3929,39.29,7928691
11.99,9.99,15800,148.01,7927226
6,,7400,74,7926802
10,,1000,10,7921401
,,1350,13.5,7920640
,1.01,701,6,7920177
1.5,,1350,13.5,7919788
16,,4400,44,7909738
3,,6700,67,7907669
1,,2400,24,7906452
15,5,11000,105,7904090
5,,1500,15,7902088
,46,27600,230,7899913
,,1000,10,7897393
2,,1800,18,7895150
,,2000,20,7894005
13.99,9.99,9600,86.01,7892493
,10.1,3010,20,7887663
,,8000,80,7886715
,,3000,30,7886397
2,,1800,18,7886034
,5,4500,40,7883787
,,6000,60,7878946
,,20000,200,7875215
,,2500,25,7871346
,,2500,25,7870666
15,,2500,25,7856620
,,2500,25,7855053
2,,3800,38,7848937
6,,9400,94,7848437
,,2500,25,7848321
10,,5000,50,7848153
,,800,8,7847313
,9.99,5000,40.01,7847126
,3.99,3199,28,7844728
24,,7600,76,7844556
,,11100,111,7845043
9,,1100,11,7840486
4,,1600,16,7840255
6,,3400,34,7839790
4,,5600,56,7832240
,9.99,4000,30.01,7832205
,,1000,10,7831474
13.43,2,2857,26.57,7831101
,,2600,26,7830890
,,1000,10,7827576
70,,3000,30,7826366
13,,700,7,7823313
2.2,4.2,4200,37.8,7821563
2,,1800,18,7821412
,9.99,5000,40.01,7821092
,,500,5,7817325
10,,1000,10,7817265
,59.99,24000,180.01,7818144
10,18,12800,110,7816880
,,2000,20,7812303
36,,6400,64,7812185
34,,1600,16,7811175
,,6200,62,7809767
,,2800,28,7809347
,,1200,12,7809064
,,10001,100.01,7808629
16,,2400,24,7805372
,9.99,5000,40.01,7804925
11,,2900,29,7803244
,,14000,140,7802908
0.01,,3999,39.99,7801886
,,2000,20,7799541
,,2550,25.5,7799354
,-40,7000,110,7799196
,5,5000,45,7797918
,,3000,30,7797014
,5,2500,20,7797237
,,5000,50,7796205
12,,2800,28,7795130
,,6000,60,7794168
,,2000,20,7791732
82,,1800,18,7791632
1,,2400,24,7790831
,,1600,16,7788921
,,2000,20,7783654
1,,2400,24,7782571
1,,2900,29,7779897
,,2000,20,7779300
,,2000,20,7777969
2,,1800,18,7777383
,,1000,10,7776552
,,1000,10,7775312
12,,2800,28,7775141
,,6500,65,7773989
6.5,,2350,23.5,7771860
,9.99,1000,0.01,7771491
5,,6500,65,7771123
41.5,,9850,98.5,7771008
4,,7600,76,7768258
,,5000,50,7767982
,,2000,20,7767527
,,2000,20,7764997
9.99,9.99,10000,90.01,7762147
15,,6500,65,7761743
,,5000,50,7760406
16,,4400,44,7757356
,,2000,20,7756075
60,,4000,40,7754256
,,4000,40,7751567
,,2000,20,7746221
,,600,6,7744429
1.49,9.99,6350,53.51,7740929
,40,8000,40,7740615
15,,2500,25,7739657
20,10,5000,40,7739518
,,10000,100,7735817
,,2000,20,7734042
,0.5,2050,20,7732363
,,1350,13.5,7728265
,,2000,20,7725020
,,1800,18,7724834
,,600,6,7724376
,,7500,75,7724274
50,,5000,50,7723999
10,10,2000,10,7721107
,,2000,20,7718946
4,,1600,16,7718202
,,5400,54,7716371
18.5,,6150,61.5,7716017
,,2100,21,7714362
2,2,1500,13,7711264
,,2500,25,7709755
,,5000,50,7708781
,,2500,25,7708628
,,700,7,7702213
0.43,,2057,20.57,7701656
,9.99,10000,90.01,7701040
9.99,14.99,4500,30.01,7699589
,,4100,41,7697338
,,2000,20,7696519
5,,11500,115,7695852
,,1200,12,7695488
15.57,,10443,104.43,7692015
,9.99,1000,0.01,7690775
10,,1000,10,7689049
,,17400,174,7688579
4,2,1800,16,7687891
,,2500,25,7687261
,,6000,60,7681014
,,6350,63.5,7670922
15.59,31.59,25600,224.41,7669547
,,1600,16,7662055
15,,6500,65,7660190
10,,7000,70,7659082
5,,3500,35,7658017
30,,17000,170,7658524
10,,1000,10,7656349
10,10,2000,10,7655739
10,,1000,10,7648725
,9.99,5000,40.01,7647674
7.99,9.99,8200,72.01,7646235
10,,3000,30,7643175
,,2000,20,7640358
,,20000,200,7639468
5,,3500,35,7638774
10.74,,926,9.26,7637512
,,1000,10,7631405
,19.6,12960,110,7630900
,,12600,126,7630952
10,51.26,10126,50,7630007
,,3600,36,7623899
,,500,5,7622865
13,,2700,27,7621813
19.98,19.98,10000,80.02,7620451
,15,2500,10,7617980
,177.57,30257,125,7619537
,5.98,7598,70,7615099
2,7,5000,43,7611102
14,,6600,66,7609979
,,2500,25,7607465
6,,5400,54,7604509
15,,2500,25,7604394
,,500,5,7603553
,9.99,5000,40.01,7601947
,,1000,10,7601367
6,8,3200,24,7599278
,,,,
10,,1000,10,7598676
,,1000,10,7597597
10,20,5000,30,7596439
,9.99,5000,40.01,7596046
,,1600,16,7592881
,,20000,200,7589662
19.99,9.99,9000,80.01,7589044
2,,10300,103,7589292
,,2500,25,7588776
,,2000,20,7587898
,5.01,3101,26,7581610
12,8,5600,48,7580978
28,,2200,22,7579786
19,,4100,41,7576834
,9.99,1000,0.01,7576719
,,4200,42,7569036
,,9400,94,7568562
15,,2500,25,7568242
0.74,,926,9.26,7568382
4,,1600,16,7567499
,,2000,20,7567133
10,,16000,160,7565540
4,,5600,56,7563475
6,,9400,94,7562803
4.98,19.98,11000,90.02,7560618
53,,4700,47,7557641
,5,2500,20,7557221
0.5,,3950,39.5,7557013
,,1200,12,7556602
,,3000,30,7556125
2,,2800,28,7553111
7,,10300,103,7552872
,4.99,2499,20,7552504
4.2,37.2,24800,210.8,7552183
,2,700,5,7545597
2,,1800,18,7544627
2,,1800,18,7529240
4.99,9.99,12500,115.01,7527989
1.5,,3850,38.5,7528904
,,2500,25,7527008
10,,3000,30,7525393
10,,3000,30,7524769
54,,4600,46,7524689
,,2000,20,7524550
,,3200,32,7523580
,,2500,25,7523247
,,3000,30,7522816
3,,1700,17,7521120
20,20,20000,180,7519620
,,1000,10,7518497
16,20,6400,44,7516207
10,,5000,50,7515784
15,,6500,65,7514846
1.5,,3850,38.5,7505922
,52,19200,140,7505951
,,2000,20,7505748
5,,500,5,7505614
,,1000,10,7505531
3,,6714,67.14,7504772
,,2000,20,7504029
,,600,6,7503876
,,2100,21,7503847
10,,3000,30,7498702
3,,2200,22,7498283
15,,2500,25,7494367
,,2000,20,7493686
,,2000,20,7493640
13,,2700,27,7490711
,,8000,80,7487723
4,,1600,16,7487259
,,4000,40,7483934
5,,1500,15,7483078
4,2,3800,36,7483329
4,,1600,16,7482624
,,6500,65,7480865
12,,14800,148,7479956
1,10,10900,99,7475030
,,4114,41.14,7473839
8,,1200,12,7472480
10.88,9.99,9911,89.12,7472670
10,,3000,30,7471912
1,,20400,204,7470453
2.5,,3250,32.5,7470078
90,,1000,10,7468590
,,2800,28,7466930
8,,9200,92,
5,,3500,35,7462525
2,20,10800,88,7459926
,,1900,19,7456439
1.5,,1350,13.5,7456373
1,,1900,19,7454331
,,2000,20,7454135
3.99,9.99,17600,166.01,7454285
1.27,12.99,14672,133.73,7453652
10,,1000,10,7451796
14.99,9.99,7500,65.01,7451623
,27.99,2800,0.01,7449800
,,5000,50,7449632
,,4000,40,7447193
,9.99,5000,40.01,7443290
,,1000,10,7442403
10,,1000,10,7442253
5.99,9.99,10400,94.01,7440595
6,2.01,3601,34,7440179
15,,4500,45,7439726
,,2000,20,7438887
,,2000,20,7438648
,2.98,4298,40,7437330
,,6000,60,7436876
8.5,,3150,31.5,7433063
2,,1800,18,7432306
,,2000,20,7426647
,,10000,100,7427587
,,500,5,7425979
9.99,64.99,25500,190.01,7425778
3,,3700,37,7423875
,5,2500,20,7422195
,9.99,5000,40.01,7421217
10,,9000,90,7420687
7.5,12.5,2500,12.5,7417293
,15,1630,1.3,7416340
12,,2800,28,7415873
,,2000,20,7414415
15,,2500,25,7414069
7,,5300,53,7412541
,,6000,60,7411884
10,,3000,30,7411118
,,1000,10,7404547
,11.01,7501,64,
8.5,,3150,31.5,7400513
9.86,2,15314,151.14,
,,3000,30,7396069
4,,1600,16,7390034
37.99,9.99,7200,62.01,7389766
,,2000,20,7389588
,9.99,5000,40.01,7388169
2.36,,3764,37.64,7387059
5,,1500,15,7386029
7,,4300,43,7385439
32.5,,6750,67.5,7385189
,,2000,20,7384022
2,,1800,18,7379621
5,,10500,105,7379294
,,2000,20,7379502
,5,2500,20,7375939
15,,2500,25,7375920
,9.99,10000,90.01,7374064
,,4000,40,7372798
1.5,,3850,38.5,7371463
,,2000,20,7371104
,,1000,10,7370488
7.99,9.99,8200,72.01,7369327
20,,3000,30,7368553
2.5,37.5,7500,37.5,7367646
,,1500,15,7366778
,,20000,200,7366842
,,1000,10,7364254
1,,6900,69,7361027
5,,7500,75,7360835
10,,3000,30,7360361
1,5,4400,39,7357381
62,,3800,38,7356942
84,,1600,16,7355463
1.5,,5850,58.5,7352942
18,,8200,82,7351157
15,,6500,65,
,,4000,40,7343082
,,700,7,7342743
,,5050,50.5,7343265
1,,1900,19,
,5,2500,20,7335769
,9.99,7000,60.01,7333531
2,,7800,78,7331430
,,2500,25,7331105
10,,9000,90,7329671
8.57,,5143,51.43,7329466
90,,1000,10,7328586
80,5,2500,20,7328388
4,,1600,16,7326971
,5,2500,20,7321612
2,,1800,18,7321150
,,3500,35,7320639
,,2000,20,7320255
,,1000,10,7319700
0.29,,9971,99.71,7317435
1.5,,1350,13.5,7315495
,,2600,26,7314115
3,,5700,57,7313827
,,1600,16,7311966
,,13050,130.5,7310535
,,2000,20,7309601
,,1000,10,7308831
1,,4400,44,7307110
2,,1800,18,7306878
,,3400,34,7306676
,25.55,7555,50,7305364
,,200,2,
16,,2400,24,7301162
1,,6400,64,7300681
2,,2800,28,7300410
5,,2500,25,7299261
,9.99,1000,0.01,7299055
,25,5000,25,7298131
,12,2000,8,7295786
6.49,9.99,6350,53.51,7294071
10,,15000,150,7291691
13,,2700,27,7284303
6,,5400,54,7282820
,,2500,25,7282523
,2,400,2,7282099
,9.3,6170,52.4,7281874
,,6600,66,7280070
10,,5000,50,7279252
10,,3000,30,7278861
,,3400,34,7278401
2,,1800,18,7276990
,,4000,40,7274466
2,,1800,18,7271614
4.6,,9540,95.4,7270103
,,5000,50,7269610
,,2000,20,7267062
,,600,6,7266483
1.5,,1350,13.5,7266187
,,3500,35,7266131
4,,3600,36,7265660
5,,7500,75,7258037
,,10000,100,7257832
,,4001,40.01,7249298
16.99,9.99,9300,83.01,7248328
,14,9600,82,7247278
7.5,12.5,2500,12.5,7243441
,,500,5,7242835
5,,4500,45,7242542
14,,2600,26,7242113
,,2500,25,7241835
2,,1800,18,7240468
,64.99,20500,140.01,7239692
,,1000,10,7237649
4.99,12.99,5300,40.01,7236050
,12.99,5800,45.01,7235791
,,2200,22,7235856
4.6,40,17040,130.4,7235132
,,2500,25,7233591
,9.99,5000,40.01,7233300
55,5,5000,45,7232631
,64.99,21500,150.01,7231926
30,,7000,70,7231249
,,5000,50,7228541
16,,2400,24,7224919
,,2000,20,7223752
4,,1600,16,7222136
,,1000,10,7221648
7,20,2300,3,7221274
39,,6100,61,7220774
,,2000,20,7206854
,,2000,20,7205508
,9.99,7499,65,7204578
2,,1800,18,7201472
,9.99,5000,40.01,7199871
,28.71,3371,5,7198363
6,,7400,74,7197762
,,4000,40,7197263
,,3100,31,7197359
10,,3000,30,7196964
70,10,4000,30,7195989
16,,4400,44,7195812
,,2500,25,7194816
,40,20000,160,7190781
10,,5000,50,7189560
,4,800,4,7188046
4,,3600,36,7188452
,7,800,1,
10,,1000,10,7180409
,3.99,2399,20,7176564
2,,4800,48,7175950
7.5,12.5,2500,12.5,7175801
2,,1800,18,7174917
,,1000,10,7174737
2,,3800,38,7173302
,,6500,65,7172524
,-10,1000,20,7171864
0.5,,3850,38.5,7171325
,,1000,10,7171031
,10.02,3002,20,7161404
,9.99,1000,0.01,7160806
,4,500,1,7155836
,,1000,10,7153792
,,2500,25,7151756
17,,4300,43,7149277
2.5,,3750,37.5,7142331
8,,3200,32,7141309
,,5000,50,7137759
,5,2500,20,7135550
,,10200,102,7133345
,,5000,50,7129738
2,,1800,18,7129419
,4,3100,27,7129358
,,4000,40,7128993
5,,1500,15,7127352
80,,2000,20,7127305
5,,3500,35,7125910
,,2000,20,7123674
4,,1600,16,7122918
4,,1600,16,7122528
,5,2500,20,7122201
14,,2600,26,7121089
6.5,10,11350,103.5,7118737
14.99,9.99,7500,65.01,7118024
2,,1800,18,7117477
,13.93,14193,128,7120389
,,3000,30,7116722
,,10000,100,7115468
4,,9600,96,7113991
,,3500,35,7112957
8.5,,3150,31.5,7112639
5,,4500,45,7110207
,,1000,10,7109524
4,,3600,36,7107098
,,4000,40,7106565
,,3000,30,7105091
15.99,41.99,12600,84.01,7104710
16.5,,6350,63.5,7104171
9,,3100,31,7101662
,-5,1000,15,7099380
,,1000,10,7099028
1,,6400,64,7097084
,,1000,10,7096358
12,,3800,38,7094136
,9.99,10000,90.01,7092644
,,5000,50,7092349
1,,8400,84,7090333
2,,1800,18,7082488
,14.99,8900,74.01,7082231
6.5,,5350,53.5,7081505
2,,1800,18,7077351
,-2.41,25759,260,7077031
,,4400,44,7076127
2,,5800,58,7070304
,9.99,5000,40.01,7069957
,,2000,20,7068683
,,1000,10,7068559
8,,4200,42,7064363
6.5,,1350,13.5,7063639
13,,700,7,7061518
,,2000,20,7058855
10,,1000,10,7052801
10.4,,12960,129.6,7052078
6,,3400,34,7050202
,26.99,8100,54.01,7050157
,46.97,20800,161.03,7049691
10,,3000,30,7048772
,,1000,10,7048943
,89.98,31400,224.02,7048270
5,,1500,15,7043765
,10.01,5001,40,7043422
,5,5000,45,7043040
2,,1800,18,7042664
62,,3800,38,7041090
,,3000,30,7040772
15.94,81.94,34600,264.06,
6.49,9.99,6350,53.51,7037361
5,,9500,95,7036962
,4.01,2901,25,7035285
,,1500,15,7035084
,,2000,20,7033786
1,,3400,34,7027300
,,2000,20,7024324
,,5000,50,7023982
,,500,5,
,,6000,60,7021780
,19.99,6000,40.01,7021020
,39.98,14000,100.02,7020874
2.5,,3750,37.5,7019279
,,2000,20,7018073
,9.99,7200,62.01,7013783
10,12,12200,110,7012197
,,1600,16,7011679
,,1200,12,7011282
,9.99,1000,0.01,7010191
,26,4000,14,7010132
,3.99,400,0.01,7008244
12.5,2.5,9000,87.5,7008119
49.99,9.99,6000,50.01,7007130
,,4100,41,7006640
6.5,,1350,13.5,7005459
,,3000,30,7004865
10,,1000,10,7004345
12,,3800,38,7003172
,3.99,400,0.01,7001524
6.5,,5350,53.5,7001319
,6.5,800,1.5,7000390
,9.99,7000,60.01,6998195
,,1000,10,6993092
,,4000,40,6988521
,,3500,35,6986389
,,1000,10,6986201
10,,3000,30,6980802
,3.7,3149,27.79,6980536
,5,2500,20,6979051
,,1800,18,6977493
,,700,7,6975334
16,,2400,24,6974655
,,3600,36,6973821
,,6000,60,6973744
75,,2500,25,6972564
10,14,6400,50,6971962
,,1000,10,6966802
,25.02,22502,200,6964891
,,1200,12,6962959
5,,500,5,6960399
,44.98,25500,210.02,6960145
,,9000,90,6955931
,,7500,75,6953478
,3.99,4600,42.01,6952070
,,3000,30,6950650
7,,4300,43,6948693
,,2500,25,6948038
2,,1800,18,6945080
,,2200,22,6941982
12.5,,6750,67.5,6941657
0.99,14.99,4900,34.01,6938489
,,500,5,6938308
6.4,,19360,193.6,6931999
,,2700,27,6930936
10,,1000,10,6929907
,,5000,50,6928106
,,1900,19,6927603
6,,2400,24,6926852
,,1000,10,6926844
,9.99,5000,40.01,6926632
9.98,13.98,5400,40.02,6926539
4,,1600,16,6926442
,13.49,1350,0.01,6924755
10,,3000,30,6921183
0.72,,3928,39.28,6921052
2,,4800,48,6919177
4,,3600,36,6918038
,5,10000,95,6915743
,,3000,30,6913837
,9.99,14200,132.01,6912423
,,5500,55,6913248
,,14500,145,6910245
,,600,6,6907955
2,,1800,18,6906603
,,1000,10,6906584
,12.99,5300,40.01,6905215
,3.99,400,0.01,6903974
2,,1800,18,6903898
18,,2200,22,6903851
6,,3400,34,6902470
10,,1000,10,6899246
2,,5800,58,6898878
3,,7700,77,6897818
6,,1400,14,6897247
73,,2700,27,6894416
,,1200,12,6892877
,,2500,25,6890512
1,,5900,59,6887332
0.5,,1350,13.5,6886230
2,,1800,18,6884145
12,,4800,48,6883649
4,,600,6,6883187
,,2315,23.15,6883134
4,,1600,16,6867990
,,1000,10,6866654
,,2500,25,6866396
,,2000,20,6865857
,9.99,5000,40.01,6864112
,,500,5,6863571
32,,6800,68,6863392
,9.99,5000,40.01,6862935
,,2000,20,6862745
11,,8900,89,6861785
16.5,,8350,83.5,6860179
82,,1800,18,6859442
2.5,,6750,67.5,6856871
,2,2300,21,6856443
15,,2500,25,6856005
0.46,,1954,19.54,6854631
,,2700,27,6854276
,,2500,25,6845181
4,,3600,36,6844948
3,,5700,57,6844433
,,1000,10,6842526
,,2500,25,6840335
3,,3200,32,6840257
68,,3200,32,6840042
,,2300,23,6839915
2,,4300,43,6838404
8,,5200,52,6836819
2,,1800,18,6836436
1.5,,1350,13.5,6835239
25,,5500,55,6834144
64,,3600,36,6831042
10,,5000,50,6831011
10,,1000,10,6830563
10,,1500,15,6829587
3.5,,5650,56.5,6828840
14,,600,6,6828265
6.5,,7350,73.5,6825836
,,2500,25,6825018
,,500,5,6824202
4.99,9.99,5500,45.01,6823577
,,6000,60,6823777
4,,11600,116,6823159
11,,2900,29,6817961
12,,4800,48,6815738
,,1800,18,6814570
,,2000,20,6812845
16.5,,2350,23.5,6812711
,,10000,100,6812198
,,500,5,6809108
,,3000,30,6808889
,,3000,30,6807661
,,6500,65,6806864
,,4000,40,6805359
,,500,5,6803249
,,3000,30,6803078
2,,1800,18,6801802
,,2000,20,6800275
,,3000,30,6799879
,,20000,200,6799224
,17.98,14498,127,
1,,2400,24,6797219
19,,8100,81,6797073
,5,1600,11,6794446
14,,2600,26,6793923
12,,2800,28,6792029
,,4500,45,6790955
5,,5500,55,6790861
,,6000,60,6789803
10,,3000,30,6787835
4.5,,3550,35.5,6787103
31.99,9.99,7800,68.01,6781798
,,5000,50,6781528
,,4000,40,6780835
16.5,,4350,43.5,6780217
59.5,,4050,40.5,6779866
11,,2900,29,6779025
,,4000,40,6776722
,,2600,26,6769987
69.99,14.99,4500,30.01,6769686
9.99,15.99,4600,30.01,6769089
8.5,,3150,31.5,6768393
10,,5000,50,6767747
82,,1800,18,6764997
5.99,14.99,10900,94.01,6764730
9.99,29.99,10000,70.01,
8.99,14.99,4600,31.01,6762088
,,1500,15,6761119
,,11000,110,6759794
9.99,9.99,5000,40.01,6758777
10,,5000,50,6756866
,,3400,34,6756050
6,,3400,34,6755710
2,,2800,28,6753228
15,,2500,25,6752187
,14.99,7500,60.01,6751668
2,,4800,48,6751628
,,2000,20,6751121
5,,4500,45,6749892
20,20,20000,180,6746976
,,3500,35,6746738
,,17829,178.29,6746315
,,2000,20,6745039
,,2000,20,6744425
,2,400,2,6743905
,,5000,50,6743560
,,2900,29,6742171
,10,1600,6,6740973
11,,2900,29,6739773
,,600,6,6735259
,,1200,12,6735232
,,2400,24,6735121
2,4,2200,18,
0.5,2,3350,31.5,6734267
1,,2900,29,6733824
8,,3200,32,6730868
4,,1600,16,6726153
36.63,,6337,63.37,6725014
,,3100,31,6724448
10,,1000,10,6724023
36,,2400,24,6723769
11,,4900,49,6722341
,,2000,20,6721681
4.42,,2058,20.58,6720068
58,,2200,22,6719112
,9.99,9200,82.01,6716289
,,1200,12,6715163
3,,3700,37,6714478
15,,2500,25,6714015
4,,9600,96,6712906
,,600,6,
,,1000,10,6710276
2,,1800,18,6709784
,,5000,50,6709712
,,5100,51,6709664
10,,3000,30,6708601
,,3500,35,6706848
,,10000,100,6706410
,,1800,18,6703202
10,,1000,10,6700850
,9.99,46200,452.01,6700986
,,1000,10,6699072
,,6400,64,6697756
6.5,,1350,13.5,6695720
,5.99,3099,25,
,,5000,50,6690426
,,6000,60,6690079
,10,5000,40,6686759
15,,4500,45,6685811
,,1500,15,6683769
,,2500,25,6677785
10,,1000,10,6677184
,,600,6,6676805
15,,8500,85,6675108
,,1800,18,6674594
80,,2000,20,6674490
15.99,9.99,7400,64.01,6673053
4,,1600,16,6670857
10,,5000,50,6669880
1.5,,1350,13.5,6668886
67.99,29.99,6200,32.01,
2,,1800,18,6664195
,,2000,20,6663714
,,5700,57,6662710
15,,2500,25,6660699
15,,2500,25,6660557
55.72,,4428,44.28,6660473
,,4500,45,6658804
2,2,6500,63,6658671
,,2500,25,6656002
2.14,,5786,57.86,6655839
,9.99,5000,40.01,6655704
14,,20600,206,6655421
,,6000,60,6654913
2.5,12.5,2500,12.5,6654338
85,,1500,15,6653765
,10,5000,40,6651618
2,,1800,18,6651267
,,5300,53,6650715
6,,7400,74,6643946
,,2000,20,6638231
,68.94,7000,1.06,
,,1000,10,6630692
5,5,2000,15,6629129
,,1000,10,6628202
2,,1800,18,6626258
3.99,3.99,4000,36.01,6625628
5.99,26.99,8100,54.01,6624885
2,,1800,18,6623974
4.99,3.99,7900,75.01,6623763
,5.99,5600,50.01,6622962
,,3000,30,6621192
,,2000,20,6620912
30,,3000,30,6617524
,12.99,12024,107.25,6620836
,20,2500,5,6614559
2,,3800,38,6609927
,9.99,5000,40.01,6609595
,,1300,13,6601878
40,,16000,160,6601360
6.5,,3350,33.5,6599655
,23.99,2400,0.01,6595151
,,2500,25,6593887
,24.99,4499,20,6593710
,,4000,40,6587671
8,,1200,12,6587134
43,,5700,57,6586552
,35.99,43300,397.01,6587378
,,500,5,6586026
75,,2500,25,6585936
10,,3000,30,6577850
7,,3300,33,6577022
1.6,9.6,4800,38.4,6573820
,,1000,10,6573322
,,40000,400,6576683
,,2000,20,6572768
,,6500,65,6569290
5,,4500,45,6568810
9,2,4350,41.5,6568300
,5,2500,20,6567010
2,,1800,18,6565595
,,3100,31,6564319
,,2000,20,6563981
,,1900,19,6560856
11,,4900,49,6558701
,,2000,20,6558640
,,8200,82,6558187
,9.99,28500,275.01,6549016
50,,5000,50,6546646
,5,2500,20,6545829
,,2500,25,6544935
,,9000,90,6544487
6.5,,1350,13.5,6544075
6.5,,1350,13.5,6543488
20,,8000,80,6543244
7.86,,3214,32.14,6542887
,,22000,220,6527391
,,5000,50,6526857
,,4000,40,6526630
18,,2200,22,
7,,5300,53,6522755
2,,1800,18,6521859
1,,10400,104,6519314
,13.52,28952,276,6517835
0.5,,15950,159.5,6515989
,,1600,16,6513709
,20,20000,180,6512239
10,,1000,10,6511255
2,,2800,28,6510675
1.5,,4350,43.5,6510346
,,1000,10,6509913
,,4500,45,6510283
10,,5000,50,6509721
,16,2000,4,
,9.99,5000,40.01,6509393
10,,1000,10,6502204
,,2500,25,6502163
2,,800,8,6499700
,,2000,20,6499680
,,2200,22,6499667
,,2000,20,
,,2500,25,6498005
10,,5000,50,6496661
,,10000,100,6496929
,,2000,20,6491541
5,,3500,35,6487213
,,2000,20,6479824
,,5000,50,6479508
,5,10500,100,6479137
,,2600,26,6476320
13.99,3.99,5000,46.01,6476229
,3.99,400,0.01,6475908
,,2000,20,6475239
43,,5700,57,6474703
15.99,9.99,9400,84.01,6471724
5,,3500,35,6471351
,,2700,27,6470310
4,,3600,36,6469459
10,,1000,10,6468373
10,,5000,50,6468186
,24.99,12000,95.01,6467610
2,,1800,18,6464488
,,2500,25,6464057
,,16000,160,6463863
,3.99,8900,85.01,6462030
5,,5500,55,6458989
,3.99,1400,10.01,6458491
,7,8700,80,6457980
,3.99,2000,16.01,6457934
,3.99,400,0.01,6456996
20,,8000,80,6456705
,3.99,400,0.01,6454716
,,2000,20,6454384
10,,5000,50,6450024
8.77,7.91,7914,71.23,6449626
7,,9300,93,6447373
4,,600,6,6446753
6.5,,1350,13.5,6442501
1,,1900,19,6441664
17,,8300,83,6440873
10,,5000,50,6437612
,9.99,1000,0.01,6433415
,,400,4,6427468
18,,6200,62,6426859
,,8000,80,6424957
,,1900,19,6424499
,,3300,33,6421735
,9.99,1000,0.01,6419496
13,,2700,27,6415746
,,1500,15,6411713
10,,1000,10,6403146
15,,4500,45,6402855
,,1350,13.5,6402601
,,3500,35,6402322
,,2500,25,6402016
,,4153,41.53,6401829
,,4100,41,6401288
,,2100,21,6400754
82,,1800,18,6399622
,,2500,25,6399317
6.6,,9340,93.4,6397332
,3.86,2886,25,6397331
,,2057,20.57,6396181
,,8500,85,6394650
,,1900,19,6393298
,,5000,50,6392594
3,,11200,112,6392282
1,,3900,39,6391503
30,30,20000,170,6390150
,,2500,25,6388316
,9.99,5000,40.01,6387911
,,2000,20,6387242
,,2000,20,6387108
,,7500,75,6386486
,20,20000,180,6386447
,,2200,22,6385994
,49.96,7496,25,6383822
,,2500,25,6383315
,,1000,10,6382975
2,,1800,18,6381717
4,,7600,76,6380963
,,2500,25,6380211
,,1450,14.5,6380067
,,3000,30,6379980
10,,5000,50,6374306
5,,1500,15,6369902
,20,7200,52,
9.99,14.99,4500,30.01,
1,,2900,29,
32.99,26.99,19400,167.01,6366625
12,,2800,28,6364226
14,,12600,126,6362161
,,1800,18,6361660
12.99,9.99,11700,107.01,6361724
,,2000,20,6360230
8,,3200,32,6360193
,9.99,5000,40.01,6359733
,,500,5,6358577
,,1000,10,6358178
12,2,7000,68,6357317
4,,5600,56,6356567
20.29,,7971,79.71,6355272
6,6.98,8098,74,6353304
,,2000,20,6351903
2,,800,8,6347310
10,,5000,50,6347010
2,21.43,22943,208,6345385
,,4000,40,6344232
,,1000,10,6342571
,,3000,30,6340555
2,,1800,18,6340190
11,,2900,29,
4,,1600,16,6336765
,,3500,35,6336089
13.99,9.99,5600,46.01,6336000
,,2000,20,6331667
4.5,,6050,60.5,6329427
1,,2900,29,6328047
10,,5000,50,6327940
14,4,3000,26,6324874
,,3000,30,6324435
,,1000,10,6324563
8,,11200,112,6323833
,,1600,16,6323165
30,,2000,20,6317109
3,,2700,27,6314411
,,1000,10,6312976
0.99,41.99,12600,84.01,6312321
,,6000,60,6311660
0.43,,2057,20.57,6307602
12.86,,2714,27.14,6306598
3,,6700,67,6303970
1,,1900,19,6303560
,,6350,63.5,6302798
,,5000,50,6302271
,,4002,40.02,6301721
,9.99,10000,90.01,6301000
,,2000,20,6296410
,9.99,6600,56.01,6296146
5,,1500,15,6295618
,,1400,14,6294136
,9.99,5000,40.01,6293451
,5.99,12600,120.01,6292576
0.99,5.99,2500,19.01,6291010
,,2500,25,6289133
,,1900,19,
,,3200,32,6281799
10,,5000,50,6276249
,,1000,10,6274178
,,2500,25,6272187
5,10.99,10599,95,6271180
,,2000,20,6270141
4,,3600,36,6269277
2,,1800,18,6264651
,,4000,40,6264232
,,2000,20,6263831
5,,2500,25,6263423
50,,5000,50,6263144
,,2000,20,6262864
2,,1800,18,6262715
4,,3600,36,6259851
,,1000,10,6255854
18,,2200,22,6255699
,9.99,5000,40.01,6254179
2,,1800,18,6253663
,,4000,40,6253504
,29.97,15000,120.03,6251707
15,,4500,45,6250961
10,,5000,50,6245443
10,,13000,130,6242966
,,2500,25,6242384
,,10700,107,6242154
,,500,5,6238009
,,4100,41,6237829
,4,2400,20,6232662
10,,5000,50,6231019
19,4,6500,61,6230531
4,4.01,4001,36,6228635
6.5,,1350,13.5,6226444
,,6900,69,6226290
,,1000,10,6225113
2,,1800,18,6223780
,,1800,18,6223386
